design_id,operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,number_of_attackers,transaction_arrival_rate,execution_index,manifest_pair_id,network_instance,event_replication,network_realization_id,network_seed,event_seed,run_id
D121,O004,1,60,0.25,544,0.015441285,0.39993713,0.047767101,12,1.106719372,30,D121_O004,1,2,D121_O004_S01,7557603903933278086,-8023421701415722430,D121_O004_S01_E02
D121,O004,1,60,0.25,544,0.015441285,0.39993713,0.047767101,12,1.106719372,31,D121_O004,2,1,D121_O004_S02,-8538449545035660177,-389710414963117988,D121_O004_S02_E01
D121,O004,1,60,0.25,544,0.015441285,0.39993713,0.047767101,12,1.106719372,32,D121_O004,2,2,D121_O004_S02,-8538449545035660177,5201083079123855951,D121_O004_S02_E02
D121,O044,1,60,0.25,721,0.432376139,0.324925408,0.144007894,148,5.8693638,33,D121_O044,1,1,D121_O044_S01,3214991267068882461,366160570456540219,D121_O044_S01_E01
D121,O044,1,60,0.25,721,0.432376139,0.324925408,0.144007894,148,5.8693638,34,D121_O044,1,2,D121_O044_S01,3214991267068882461,-4637104947958005486,D121_O044_S01_E02
D121,O044,1,60,0.25,721,0.432376139,0.324925408,0.144007894,148,5.8693638,35,D121_O044,2,1,D121_O044_S02,-887602797787542171,1189431208241312134,D121_O044_S02_E01
D121,O044,1,60,0.25,721,0.432376139,0.324925408,0.144007894,148,5.8693638,36,D121_O044,2,2,D121_O044_S02,-887602797787542171,-7857958484868866662,D121_O044_S02_E02
D121,O039,1,60,0.25,48,0.232718262,0.17994217,0.033136716,1,10.37640356,37,D121_O039,1,1,D121_O039_S01,-101290928598848570,8710112258253635978,D121_O039_S01_E01
D121,O039,1,60,0.25,48,0.232718262,0.17994217,0.033136716,1,10.37640356,38,D121_O039,1,2,D121_O039_S01,-101290928598848570,-7283255780451982404,D121_O039_S01_E02
D121,O039,1,60,0.25,48,0.232718262,0.17994217,0.033136716,1,10.37640356,39,D121_O039,2,1,D121_O039_S02,-394757699485321420,-8237706290996531634,D121_O039_S02_E01
D121,O039,1,60,0.25,48,0.232718262,0.17994217,0.033136716,1,10.37640356,40,D121_O039,2,2,D121_O039_S02,-394757699485321420,7072886855323729202,D121_O039_S02_E02
D121,O002,1,60,0.25,71,0.386957289,0.33590604,0.423756547,16,307.2750649,41,D121_O002,1,1,D121_O002_S01,-6873523188732661295,-6406081371517846796,D121_O002_S01_E01
D121,O002,1,60,0.25,71,0.386957289,0.33590604,0.423756547,16,307.2750649,42,D121_O002,1,2,D121_O002_S01,-6873523188732661295,4308587245087764029,D121_O002_S01_E02
D121,O002,1,60,0.25,71,0.386957289,0.33590604,0.423756547,16,307.2750649,43,D121_O002,2,1,D121_O002_S02,1879928248876961142,-1694154439349812143,D121_O002_S02_E01
D121,O002,1,60,0.25,71,0.386957289,0.33590604,0.423756547,16,307.2750649,44,D121_O002,2,2,D121_O002_S02,1879928248876961142,-3791146613877931557,D121_O002_S02_E02
D121,O040,1,60,0.25,585,0.392959459,0.39457393,0.498815231,30,24.8166886,45,D121_O040,1,1,D121_O040_S01,-4118155269688558628,-1296812410329640856,D121_O040_S01_E01
D121,O040,1,60,0.25,585,0.392959459,0.39457393,0.498815231,30,24.8166886,46,D121_O040,1,2,D121_O040_S01,-4118155269688558628,-861266990747783355,D121_O040_S01_E02
D121,O040,1,60,0.25,585,0.392959459,0.39457393,0.498815231,30,24.8166886,47,D121_O040,2,1,D121_O040_S02,-5295117335445577797,-6707565962796763953,D121_O040_S02_E01
D121,O040,1,60,0.25,585,0.392959459,0.39457393,0.498815231,30,24.8166886,48,D121_O040,2,2,D121_O040_S02,-5295117335445577797,5109097526005908188,D121_O040_S02_E02
D121,O094,1,60,0.25,888,0.302089761,0.091469055,0.358945917,193,63.10170114,49,D121_O094,1,1,D121_O094_S01,4765529292446266831,1666535661388074649,D121_O094_S01_E01
D121,O094,1,60,0.25,888,0.302089761,0.091469055,0.358945917,193,63.10170114,50,D121_O094,1,2,D121_O094_S01,4765529292446266831,6237500729480794357,D121_O094_S01_E02
D121,O094,1,60,0.25,888,0.302089761,0.091469055,0.358945917,193,63.10170114,51,D121_O094,2,1,D121_O094_S02,-3149137473638226396,966585028695500388,D121_O094_S02_E01
D121,O094,1,60,0.25,888,0.302089761,0.091469055,0.358945917,193,63.10170114,52,D121_O094,2,2,D121_O094_S02,-3149137473638226396,1770383263402461928,D121_O094_S02_E02
D121,O081,1,60,0.25,229,0.311863322,0.040757227,0.190953924,6,0.27649113,53,D121_O081,1,1,D121_O081_S01,1015693143310535957,3507930565348981359,D121_O081_S01_E01
D121,O081,1,60,0.25,229,0.311863322,0.040757227,0.190953924,6,0.27649113,54,D121_O081,1,2,D121_O081_S01,1015693143310535957,-8207911706311574814,D121_O081_S01_E02
D121,O081,1,60,0.25,229,0.311863322,0.040757227,0.190953924,6,0.27649113,55,D121_O081,2,1,D121_O081_S02,8440722789780941679,1699702250262878670,D121_O081_S02_E01
D121,O081,1,60,0.25,229,0.311863322,0.040757227,0.190953924,6,0.27649113,56,D121_O081,2,2,D121_O081_S02,8440722789780941679,2805824150027921779,D121_O081_S02_E02
D121,O049,1,60,0.25,33,0.068127718,0.327197905,0.351458552,6,1.388891696,57,D121_O049,1,1,D121_O049_S01,-4557669901404514881,-8566512265377929026,D121_O049_S01_E01
D121,O049,1,60,0.25,33,0.068127718,0.327197905,0.351458552,6,1.388891696,58,D121_O049,1,2,D121_O049_S01,-4557669901404514881,3564720172347271634,D121_O049_S01_E02
D121,O049,1,60,0.25,33,0.068127718,0.327197905,0.351458552,6,1.388891696,59,D121_O049,2,1,D121_O049_S02,3697822715039820330,8553110257306097601,D121_O049_S02_E01
D121,O049,1,60,0.25,33,0.068127718,0.327197905,0.351458552,6,1.388891696,60,D121_O049,2,2,D121_O049_S02,3697822715039820330,-5449355586232086965,D121_O049_S02_E02
D121,O052,1,60,0.25,249,0.293109713,0.381495942,0.29384703,30,0.209280898,61,D121_O052,1,1,D121_O052_S01,-965364915463509937,-2316275373034048994,D121_O052_S01_E01
D121,O052,1,60,0.25,249,0.293109713,0.381495942,0.29384703,30,0.209280898,62,D121_O052,1,2,D121_O052_S01,-965364915463509937,-7907723502450499508,D121_O052_S01_E02
D121,O052,1,60,0.25,249,0.293109713,0.381495942,0.29384703,30,0.209280898,63,D121_O052,2,1,D121_O052_S02,-5157614120271996930,-8578375243181680157,D121_O052_S02_E01
D121,O052,1,60,0.25,249,0.293109713,0.381495942,0.29384703,30,0.209280898,64,D121_O052,2,2,D121_O052_S02,-5157614120271996930,5872695683436920679,D121_O052_S02_E02
D121,O008,1,60,0.25,217,0.118365868,0.010264005,0.438577644,4,3.450083344,65,D121_O008,1,1,D121_O008_S01,-8941094942483080548,-6527764321206479984,D121_O008_S01_E01
D121,O008,1,60,0.25,217,0.118365868,0.010264005,0.438577644,4,3.450083344,66,D121_O008,1,2,D121_O008_S01,-8941094942483080548,-4431685579272075206,D121_O008_S01_E02
D121,O008,1,60,0.25,217,0.118365868,0.010264005,0.438577644,4,3.450083344,67,D121_O008,2,1,D121_O008_S02,3216424461063629611,-4872850406006140854,D121_O008_S02_E01
D121,O008,1,60,0.25,217,0.118365868,0.010264005,0.438577644,4,3.450083344,68,D121_O008,2,2,D121_O008_S02,3216424461063629611,-2187434965209226551,D121_O008_S02_E02
D121,O054,1,60,0.25,70,0.483939677,0.225369653,0.039302168,11,0.582852494,69,D121_O054,1,1,D121_O054_S01,1704717136863211787,461744683229334319,D121_O054_S01_E01
D121,O054,1,60,0.25,70,0.483939677,0.225369653,0.039302168,11,0.582852494,70,D121_O054,1,2,D121_O054_S01,1704717136863211787,4265161516694222493,D121_O054_S01_E02
D121,O054,1,60,0.25,70,0.483939677,0.225369653,0.039302168,11,0.582852494,71,D121_O054,2,1,D121_O054_S02,-1692042292296181222,7243651578645573628,D121_O054_S02_E01
D121,O054,1,60,0.25,70,0.483939677,0.225369653,0.039302168,11,0.582852494,72,D121_O054,2,2,D121_O054_S02,-1692042292296181222,-1494732657105657358,D121_O054_S02_E02
D121,O024,1,60,0.25,109,0.107543079,0.370185632,0.33107989,2,7.749993382,73,D121_O024,1,1,D121_O024_S01,4449328450249796622,4130857922460280456,D121_O024_S01_E01
D121,O024,1,60,0.25,109,0.107543079,0.370185632,0.33107989,2,7.749993382,74,D121_O024,1,2,D121_O024_S01,4449328450249796622,-8174768495243615116,D121_O024_S01_E02
D121,O024,1,60,0.25,109,0.107543079,0.370185632,0.33107989,2,7.749993382,75,D121_O024,2,1,D121_O024_S02,-2381550756717730815,8523381922812188434,D121_O024_S02_E01
D121,O024,1,60,0.25,109,0.107543079,0.370185632,0.33107989,2,7.749993382,76,D121_O024,2,2,D121_O024_S02,-2381550756717730815,3509190124929591212,D121_O024_S02_E02
D121,O096,1,60,0.25,91,0.16170145,0.264353919,0.069555674,20,0.386746006,77,D121_O096,1,1,D121_O096_S01,4911535350946134246,9136124812548500013,D121_O096_S01_E01
D121,O096,1,60,0.25,91,0.16170145,0.264353919,0.069555674,20,0.386746006,78,D121_O096,1,2,D121_O096_S01,4911535350946134246,4485476139762592963,D121_O096_S01_E02
D121,O096,1,60,0.25,91,0.16170145,0.264353919,0.069555674,20,0.386746006,79,D121_O096,2,1,D121_O096_S02,7371172910967865757,7722934216144289748,D121_O096_S02_E01
D121,O096,1,60,0.25,91,0.16170145,0.264353919,0.069555674,20,0.386746006,80,D121_O096,2,2,D121_O096_S02,7371172910967865757,536628095924072630,D121_O096_S02_E02
D121,O011,1,60,0.25,163,0.257766277,0.230369452,0.067376828,24,353.5178995,81,D121_O011,1,1,D121_O011_S01,8648407494823303348,9161585008604688194,D121_O011_S01_E01
D121,O011,1,60,0.25,163,0.257766277,0.230369452,0.067376828,24,353.5178995,82,D121_O011,1,2,D121_O011_S01,8648407494823303348,-3431046647385996024,D121_O011_S01_E02
D121,O011,1,60,0.25,163,0.257766277,0.230369452,0.067376828,24,353.5178995,83,D121_O011,2,1,D121_O011_S02,-8354826519575684098,7905495858670653564,D121_O011_S02_E01
D121,O011,1,60,0.25,163,0.257766277,0.230369452,0.067376828,24,353.5178995,84,D121_O011,2,2,D121_O011_S02,-8354826519575684098,-1434769199603730743,D121_O011_S02_E02
D121,O007,1,60,0.25,20,0.141130372,0.138764594,0.166622366,2,142.090871,85,D121_O007,1,1,D121_O007_S01,8643279336672724295,1578601653361889108,D121_O007_S01_E01
D121,O007,1,60,0.25,20,0.141130372,0.138764594,0.166622366,2,142.090871,86,D121_O007,1,2,D121_O007_S01,8643279336672724295,-1302253678492826925,D121_O007_S01_E02
D121,O007,1,60,0.25,20,0.141130372,0.138764594,0.166622366,2,142.090871,87,D121_O007,2,1,D121_O007_S02,2782979959824441067,9170034616166616137,D121_O007_S02_E01
D121,O007,1,60,0.25,20,0.141130372,0.138764594,0.166622366,2,142.090871,88,D121_O007,2,2,D121_O007_S02,2782979959824441067,2616786022952861711,D121_O007_S02_E02
D121,O005,1,60,0.25,472,0.458927508,0.08115278,0.018055532,8,6.63845585,89,D121_O005,1,1,D121_O005_S01,-6718345738863158055,7741441286661732184,D121_O005_S01_E01
D121,O005,1,60,0.25,472,0.458927508,0.08115278,0.018055532,8,6.63845585,90,D121_O005,1,2,D121_O005_S01,-6718345738863158055,5772204863433384918,D121_O005_S01_E02
D121,O005,1,60,0.25,472,0.458927508,0.08115278,0.018055532,8,6.63845585,91,D121_O005,2,1,D121_O005_S02,990245946214282171,-5161267052299410852,D121_O005_S02_E01
D121,O005,1,60,0.25,472,0.458927508,0.08115278,0.018055532,8,6.63845585,92,D121_O005,2,2,D121_O005_S02,990245946214282171,-2546011229492125362,D121_O005_S02_E02
D121,O051,1,60,0.25,264,0.415458501,0.161179135,0.311726789,12,69.65120574,93,D121_O051,1,1,D121_O051_S01,7807202492253010691,6541898635973688857,D121_O051_S01_E01
D121,O051,1,60,0.25,264,0.415458501,0.161179135,0.311726789,12,69.65120574,94,D121_O051,1,2,D121_O051_S01,7807202492253010691,-229638182258632703,D121_O051_S01_E02
D121,O051,1,60,0.25,264,0.415458501,0.161179135,0.311726789,12,69.65120574,95,D121_O051,2,1,D121_O051_S02,1044598406462054645,5722628969558610364,D121_O051_S02_E01
D121,O051,1,60,0.25,264,0.415458501,0.161179135,0.311726789,12,69.65120574,96,D121_O051,2,2,D121_O051_S02,1044598406462054645,5986359952199994990,D121_O051_S02_E02
D121,O035,1,60,0.25,173,0.041159595,0.256897351,0.341435098,22,84.2245772,97,D121_O035,1,1,D121_O035_S01,-250152684509289625,-2352219370876504330,D121_O035_S01_E01
D121,O035,1,60,0.25,173,0.041159595,0.256897351,0.341435098,22,84.2245772,98,D121_O035,1,2,D121_O035_S01,-250152684509289625,-1230618616229444621,D121_O035_S01_E02
D121,O035,1,60,0.25,173,0.041159595,0.256897351,0.341435098,22,84.2245772,99,D121_O035,2,1,D121_O035_S02,-1380714446524985508,-4334834084325252278,D121_O035_S02_E01
D121,O035,1,60,0.25,173,0.041159595,0.256897351,0.341435098,22,84.2245772,100,D121_O035,2,2,D121_O035_S02,-1380714446524985508,-7771778206987904454,D121_O035_S02_E02
D121,O061,1,60,0.25,27,0.381805437,0.01616482,0.491613692,4,2.316159499,101,D121_O061,1,1,D121_O061_S01,4220403622926319439,380734999377891457,D121_O061_S01_E01
D121,O061,1,60,0.25,27,0.381805437,0.01616482,0.491613692,4,2.316159499,102,D121_O061,1,2,D121_O061_S01,4220403622926319439,-409937457772082853,D121_O061_S01_E02
D121,O061,1,60,0.25,27,0.381805437,0.01616482,0.491613692,4,2.316159499,103,D121_O061,2,1,D121_O061_S02,2649890578117643163,3410919627103948034,D121_O061_S02_E01
D121,O061,1,60,0.25,27,0.381805437,0.01616482,0.491613692,4,2.316159499,104,D121_O061,2,2,D121_O061_S02,2649890578117643163,-1800024418596274837,D121_O061_S02_E02
D121,O041,1,60,0.25,49,0.297735298,0.268205888,0.212580592,7,7.958345483,105,D121_O041,1,1,D121_O041_S01,-8841810580707044082,-2161234631997489115,D121_O041_S01_E01
D121,O041,1,60,0.25,49,0.297735298,0.268205888,0.212580592,7,7.958345483,106,D121_O041,1,2,D121_O041_S01,-8841810580707044082,3330420358533663091,D121_O041_S01_E02
D121,O041,1,60,0.25,49,0.297735298,0.268205888,0.212580592,7,7.958345483,107,D121_O041,2,1,D121_O041_S02,-6186632300719998095,4999811896259934098,D121_O041_S02_E01
D121,O041,1,60,0.25,49,0.297735298,0.268205888,0.212580592,7,7.958345483,108,D121_O041,2,2,D121_O041_S02,-6186632300719998095,327484243730905171,D121_O041_S02_E02
D121,O063,1,60,0.25,159,0.167777479,0.069957712,0.130372357,38,93.05161657,109,D121_O063,1,1,D121_O063_S01,5815620882560704612,6176937433923542383,D121_O063_S01_E01
D121,O063,1,60,0.25,159,0.167777479,0.069957712,0.130372357,38,93.05161657,110,D121_O063,1,2,D121_O063_S01,5815620882560704612,3301367477146088770,D121_O063_S01_E02
D121,O063,1,60,0.25,159,0.167777479,0.069957712,0.130372357,38,93.05161657,111,D121_O063,2,1,D121_O063_S02,8172650956126666987,6938116336290009062,D121_O063_S02_E01
D121,O063,1,60,0.25,159,0.167777479,0.069957712,0.130372357,38,93.05161657,112,D121_O063,2,2,D121_O063_S02,8172650956126666987,4692295969618741526,D121_O063_S02_E02
D121,O019,1,60,0.25,24,0.431629638,0.254066717,0.253740338,1,81.84181276,113,D121_O019,1,1,D121_O019_S01,5682605005449407578,5230670261677715094,D121_O019_S01_E01
D121,O019,1,60,0.25,24,0.431629638,0.254066717,0.253740338,1,81.84181276,114,D121_O019,1,2,D121_O019_S01,5682605005449407578,-5389911654221171899,D121_O019_S01_E02
D121,O019,1,60,0.25,24,0.431629638,0.254066717,0.253740338,1,81.84181276,115,D121_O019,2,1,D121_O019_S02,-230523431594427092,-1014854379991241998,D121_O019_S02_E01
D121,O019,1,60,0.25,24,0.431629638,0.254066717,0.253740338,1,81.84181276,116,D121_O019,2,2,D121_O019_S02,-230523431594427092,-2552694646745032557,D121_O019_S02_E02
D121,O012,1,60,0.25,121,0.018977159,0.042108472,0.106166432,7,1.324950388,117,D121_O012,1,1,D121_O012_S01,-2624346342213279511,-2701787066186932951,D121_O012_S01_E01
D121,O012,1,60,0.25,121,0.018977159,0.042108472,0.106166432,7,1.324950388,118,D121_O012,1,2,D121_O012_S01,-2624346342213279511,-7635918532460063735,D121_O012_S01_E02
D121,O012,1,60,0.25,121,0.018977159,0.042108472,0.106166432,7,1.324950388,119,D121_O012,2,1,D121_O012_S02,2204130423296311917,-2636916660906186118,D121_O012_S02_E01
D121,O012,1,60,0.25,121,0.018977159,0.042108472,0.106166432,7,1.324950388,120,D121_O012,2,2,D121_O012_S02,2204130423296311917,52416886851613901,D121_O012_S02_E02
D121,O043,1,60,0.25,936,0.154267686,0.332919895,0.389161836,211,3.031297441,121,D121_O043,1,1,D121_O043_S01,-7213483773318354529,2694629122998598174,D121_O043_S01_E01
D121,O043,1,60,0.25,936,0.154267686,0.332919895,0.389161836,211,3.031297441,122,D121_O043,1,2,D121_O043_S01,-7213483773318354529,-585571296581056048,D121_O043_S01_E02
D121,O043,1,60,0.25,936,0.154267686,0.332919895,0.389161836,211,3.031297441,123,D121_O043,2,1,D121_O043_S02,8403721504319890245,5898448127894904563,D121_O043_S02_E01
D121,O043,1,60,0.25,936,0.154267686,0.332919895,0.389161836,211,3.031297441,124,D121_O043,2,2,D121_O043_S02,8403721504319890245,5452129570918217479,D121_O043_S02_E02
D121,O020,1,60,0.25,113,0.348269976,0.095285863,0.409466489,28,177.5293199,125,D121_O020,1,1,D121_O020_S01,-2100301459996879312,8245587435089859834,D121_O020_S01_E01
D121,O020,1,60,0.25,113,0.348269976,0.095285863,0.409466489,28,177.5293199,126,D121_O020,1,2,D121_O020_S01,-2100301459996879312,8976953728466080951,D121_O020_S01_E02
D121,O020,1,60,0.25,113,0.348269976,0.095285863,0.409466489,28,177.5293199,127,D121_O020,2,1,D121_O020_S02,-7366496256782776902,-5958557274298017620,D121_O020_S02_E01
D121,O020,1,60,0.25,113,0.348269976,0.095285863,0.409466489,28,177.5293199,128,D121_O020,2,2,D121_O020_S02,-7366496256782776902,-45126771298694333,D121_O020_S02_E02
D121,O038,1,60,0.25,765,0.137328547,0.153890662,0.395745604,73,17.92553553,129,D121_O038,1,1,D121_O038_S01,327072031961994704,-6104145644853391942,D121_O038_S01_E01
D121,O038,1,60,0.25,765,0.137328547,0.153890662,0.395745604,73,17.92553553,130,D121_O038,1,2,D121_O038_S01,327072031961994704,-6700309385689434832,D121_O038_S01_E02
D121,O038,1,60,0.25,765,0.137328547,0.153890662,0.395745604,73,17.92553553,131,D121_O038,2,1,D121_O038_S02,4010244231261720535,9021118759402902863,D121_O038_S02_E01
D121,O038,1,60,0.25,765,0.137328547,0.153890662,0.395745604,73,17.92553553,132,D121_O038,2,2,D121_O038_S02,4010244231261720535,3739472124244364758,D121_O038_S02_E02
D121,O010,1,60,0.25,78,0.42428609,0.04657399,0.47291634,6,42.11936173,133,D121_O010,1,1,D121_O010_S01,7857655091025891487,4648304753567640847,D121_O010_S01_E01
D121,O010,1,60,0.25,78,0.42428609,0.04657399,0.47291634,6,42.11936173,134,D121_O010,1,2,D121_O010_S01,7857655091025891487,-5426673909305246383,D121_O010_S01_E02
D121,O010,1,60,0.25,78,0.42428609,0.04657399,0.47291634,6,42.11936173,135,D121_O010,2,1,D121_O010_S02,-524650509026090426,-2748063275710084258,D121_O010_S02_E01
D121,O010,1,60,0.25,78,0.42428609,0.04657399,0.47291634,6,42.11936173,136,D121_O010,2,2,D121_O010_S02,-524650509026090426,-7079369097872302763,D121_O010_S02_E02
D121,O053,1,60,0.25,251,0.008437374,0.219704544,0.077608614,11,28.50121375,137,D121_O053,1,1,D121_O053_S01,-8120157400821724595,7629147962815231247,D121_O053_S01_E01
D121,O053,1,60,0.25,251,0.008437374,0.219704544,0.077608614,11,28.50121375,138,D121_O053,1,2,D121_O053_S01,-8120157400821724595,-632467803610763366,D121_O053_S01_E02
D121,O053,1,60,0.25,251,0.008437374,0.219704544,0.077608614,11,28.50121375,139,D121_O053,2,1,D121_O053_S02,-350286371849266156,1609915952053255118,D121_O053_S02_E01
D121,O053,1,60,0.25,251,0.008437374,0.219704544,0.077608614,11,28.50121375,140,D121_O053,2,2,D121_O053_S02,-350286371849266156,-6947016159995789794,D121_O053_S02_E02
D121,O032,1,60,0.25,449,0.47407037,0.293964396,0.333868972,86,0.300780128,141,D121_O032,1,1,D121_O032_S01,-86379245352874606,-2457518798949636491,D121_O032_S01_E01
D121,O032,1,60,0.25,449,0.47407037,0.293964396,0.333868972,86,0.300780128,142,D121_O032,1,2,D121_O032_S01,-86379245352874606,1049427855724286454,D121_O032_S01_E02
D121,O032,1,60,0.25,449,0.47407037,0.293964396,0.333868972,86,0.300780128,143,D121_O032,2,1,D121_O032_S02,-9130948736733972421,8283405265513835652,D121_O032_S02_E01
D121,O032,1,60,0.25,449,0.47407037,0.293964396,0.333868972,86,0.300780128,144,D121_O032,2,2,D121_O032_S02,-9130948736733972421,-8715392058842244504,D121_O032_S02_E02
D121,O083,1,60,0.25,89,0.002629244,0.11891721,0.012340148,13,12.74243526,145,D121_O083,1,1,D121_O083_S01,6045983956078548332,-8550846252640006863,D121_O083_S01_E01
D121,O083,1,60,0.25,89,0.002629244,0.11891721,0.012340148,13,12.74243526,146,D121_O083,1,2,D121_O083_S01,6045983956078548332,-8200335544981889511,D121_O083_S01_E02
D121,O083,1,60,0.25,89,0.002629244,0.11891721,0.012340148,13,12.74243526,147,D121_O083,2,1,D121_O083_S02,2817683489665073134,-8256518678287539071,D121_O083_S02_E01
D121,O083,1,60,0.25,89,0.002629244,0.11891721,0.012340148,13,12.74243526,148,D121_O083,2,2,D121_O083_S02,2817683489665073134,-4795528216137403742,D121_O083_S02_E02
D121,O050,1,60,0.25,322,0.206052109,0.123509785,0.230258857,78,3.759828934,149,D121_O050,1,1,D121_O050_S01,-2422396636157537448,-5771746325181206791,D121_O050_S01_E01
